username,timestamp,location_id,tweet_text,sentiment
@GarageLover,15-11-2024 23:00:31,54,"Ministry of Sound's garage nights are legendary",positive
@IndieMusicFan,21-11-2024 00:15:24,55,"The Roxy's indie nights take me back to uni",positive
@CircusLover,27-11-2024 01:10:17,56,"Cirque le Soir's burlesque performers are amazing",positive
@RooftopBarFan,03-12-2024 02:05:10,57,"XOYO's rooftop terrace is perfect for cooling down",positive
@RaveBaby,09-12-2024 03:00:03,58,"Printworks' industrial setting makes every event epic",positive
@DragFan,15-12-2024 04:15:56,59,"Heaven's pop nights are the gayest, most joyful place",positive
@NewMusicFinder,21-12-2024 05:10:49,60,"Corsica Studios is perfect for discovering new artists",positive
@ArtDecoLover,27-12-2024 06:05:42,61,"Electric Brixton's Art Deco interior is stunning",positive
@JazzFan,02-01-2025 07:00:35,62,"Ronnie Scott's late night sessions are legendary",positive
@TurnerFan,08-01-2025 08:15:28,63,"Tate Britain's Turner collection is magnificent",positive
@ModernArtFan,14-01-2025 09:10:21,64,"Saatchi Gallery's exhibitions always make me think",positive
@SummerExhib,20-01-2025 10:05:14,65,"Royal Academy's Summer Exhibition is my annual art fix",positive
@ImpressionistLvr,26-01-2025 11:00:07,66,"The Courtauld Gallery's a bit boring",negative
@PoliticalArt,01-02-2025 12:15:00,67,"Whitechapel Gallery's political shows are thought-provoking",positive
@GothHumor,07-02-2025 13:09:53,68,"Camden Market's cyber goth stalls are hilarious",positive
@AntiqueHunter,13-02-2025 14:04:46,69,"Portobello Road Market's antiques are treasure troves",negative
@VintageShopper,19-02-2025 15:59:39,70,"Spitalfields Market's vintage day is shopping heaven",negative
@FlowerPower,25-02-2025 16:54:32,71,"Columbia Road Flower Market is sensory overload",negative
@HarryPotterFan,03-03-2025 17:49:25,72,"Leadenhall Market's architecture is stunning",positive
@SkyHighLdn,09-03-2025 18:44:18,73,"The Gherkin's cocktail bar has incredible views",positive
@FreeAttractions,15-03-2025 19:39:11,74,"The Walkie-Talkie's Sky Garden is my favorite free attraction",positive
@WinterLightsLvr,21-03-2025 20:34:04,75,"Canary Wharf's Winter Lights festival is magical",positive
@OfficeArt,27-03-2025 21:28:57,76,"One Canada Square's lobby is surprisingly welcoming",positive
@ShipLover,02-04-2025 22:23:50,77,"Cutty Sark's restoration is impressive",positive
@SpaceNerd,08-04-2025 23:18:43,78,"Royal Observatory's planetarium shows are mind-expanding",negative
@NauticalNerd,14-04-2025 00:13:36,79,"National Maritime Museum's ship models are nerd heaven",negative
@WarHistoryBuff,20-04-2025 01:08:29,80,"HMS Belfast's engine room tour is fascinating",positive
@NeverForget,26-04-2025 02:03:22,81,"Imperial War Museum's Holocaust exhibition is harrowing",negative
@LondonEyeView,02-05-2025 03:58:15,82,"London Eye at sunset is worth every penny",positive
@SharkFan,08-05-2025 04:53:08,83,"SEA LIFE's shark tunnel thrilled my kids",positive
@WaxMuseumHater,14-05-2025 05:48:01,84,"Madame Tussauds is overpriced",negative
@ScaredyCat,20-05-2025 06:42:54,85,"The London Dungeon is too scary for me",negative
@ShrekFan,26-05-2025 07:37:47,86,"Shrek's Adventure is surprisingly fun for adults",positive
@StadiumTourist,01-06-2025 08:32:40,87,"Wembley Stadium's tour gave me goosebumps",positive
@MovieBuff,07-06-2025 09:27:33,88,"The O2's cinema has the comfiest seats",positive
@ViewFromAbove,13-06-2025 10:22:26,89,"Alexandra Palace's view over London is unbeatable",positive
@MusicVenueFan,19-06-2025 11:17:19,90,"Roundhouse's intimate gigs are magical",positive
@TheaterHistorian,25-06-2025 12:12:12,91,"KOKO's restored theater interior is stunning",positive
@TheaterRegular,01-07-2025 13:07:05,92,"The Old Vic's productions are consistently excellent",positive
@DanceLover,07-07-2025 14:01:58,93,"Sadler's Wells' contemporary dance is breathtaking",positive
@OperaBehindScenes,13-07-2025 14:56:51,94,"Royal Opera House's backstage tour revealed so many secrets",positive
@ENOFan,19-07-2025 15:51:44,95,"London Coliseum's ENO performances are accessible",positive
@ShakespeareFan,25-07-2025 16:46:37,96,"The Globe's standing tickets are a bargain",positive
@TennisFanatic,31-07-2025 17:41:30,97,"Wimbledon's museum is a must for tennis fans",positive
@RugbyFan,06-08-2025 18:36:23,98,"Twickenham Stadium's rugby atmosphere is electric",positive
@CricketLover,12-08-2025 19:31:16,99,"Lord's Cricket Ground's museum has the actual Ashes urn - so cool!",positive
@Gooner4Life,18-08-2024 20:26:09,100,"Emirates Stadium's audio tour narrated by Idris Elba is awesome",positive
@ChelseaFCfan,24-08-2024 21:21:02,101,"Stamford Bridge tour was amazing for this football fan",positive
@AccessibilityAdv,30-08-2024 22:15:55,102,"London Stadium's accessibility is great",positive
@BotanyNerd,05-09-2024 23:10:48,103,"Kew Gardens' treetop walkway is magical",positive
@MazeRunner,11-09-2024 00:05:41,104,"Hampton Court Palace's hedge maze is tricky",negative
@RoyalWatcher2,17-09-2024 01:00:34,105,"Windsor Castle's state apartments are opulent",positive
@MuseumMember,23-09-2024 01:55:27,1,"British Museum's audio guide needs updating",negative
@ArtLoverVIP,29-09-2024 02:50:20,2,"Tate Modern's members lounge has great views",positive
@GalleryCritic,05-10-2024 03:45:13,3,"National Gallery's cafe is overpriced",negative
@DinoGiftShop,11-10-2024 04:40:06,4,"Natural History Museum's gift shop has great toys",positive
@JewelryLover,17-10-2024 05:34:59,5,"V&A's jewelry gallery was unexpectedly fascinating",positive
@ScienceCritic,23-10-2024 06:29:52,6,"Science Museum needs more interactive exhibits",positive
@RavenHater,29-10-2024 07:24:45,7,"Tower of London's ravens are so creepy!",negative
@ChoirLover,04-11-2024 08:19:38,8,"Westminster Abbey's choir performance gave me chills",positive
@WhisperGallery,10-11-2024 09:14:31,9,"St. Paul's Cathedral's whispering gallery is trippy",negative
@GoldenView,16-11-2024 10:09:24,9,"St. Paul's Cathedral's golden gallery is not for acrophobics",negative
@BigBenTour,22-11-2024 11:04:17,10,"Houses of Parliament's Big Ben tour is fascinating",positive
@StateRoomCritic,28-11-2024 11:59:10,11,"Buckingham Palace's state rooms are opulent",positive
@EngineeringNerd,04-12-2024 12:54:03,12,"Tower Bridge's bascule mechanism is engineering genius",positive
@OrangeryTea,10-12-2024 13:48:56,13,"Kensington Palace's orangery serves great tea",positive
@ChurchillExpert,16-12-2024 14:43:49,14,"Churchill War Rooms' Churchill museum is comprehensive",positive
@SouvenirHunter,22-12-2024 15:38:42,15,"The Monument's certificate for climbing is a fun souvenir",positive
@QuillPenBuyer,28-12-2024 16:33:35,16,"Shakespeare's Globe's gift shop has quill pens - nice touch 🪶",positive
@SourdoughLover,03-01-2024 17:28:28,17,"Borough Market's bread ahead has the best sourdough",positive
@ChaiAddict,09-01-2024 18:23:21,18,"Dishoom's chai is the perfect afternoon pick-me-up",positive
@BreakfastKing,15-01-2024 19:18:14,19,"The Wolseley's breakfast is the best in London",positive
@RaguHater,21-01-2024 20:13:07,20,"Padella's pappardelle with beef shin ragu is heavenly",positive
@BrunchExpert,27-01-2024 21:08:00,21,"Hoppers' egg hopper is the perfect brunch",positive
@TortillaSnob,02-02-2024 22:02:53,22,"Barrafina's tortilla is the best I've had outside Spain",positive
@ViewService,08-02-2024 22:57:46,23,"Duck & Waffle's service is as impressive as the view",positive
@LambSkewerFan,14-02-2024 23:52:39,24,"Kiln's aged lamb skewers are insanely flavorful",negative
@PolentaCritic,20-02-2024 00:47:32,25,"The Palomar's polenta is creamy perfection",negative
@PorkBaoLover,26-02-2024 01:42:25,26,"Bao Borough's confit pork bao is melt-in-your-mouth",positive
@CauliflowerFan,04-03-2024 02:37:18,27,"The Barbary's cauliflower is unexpectedly delicious",positive
@CrabLover,10-03-2024 03:32:11,28,"Brat's whole crab is messy but worth it",positive
@WineSnob,16-03-2024 04:27:04,29,"Clos Maggiore's wine list is impressive",positive
@DalAddict,22-03-2024 05:21:57,30,"Gymkhana's black dal is addictive",positive
@WinePairing,28-03-2024 06:16:50,31,"The Ledbury's wine pairing is expertly curated",positive
@ToyDepartment,03-04-2024 07:11:43,32,"Harrods' toy department is a kid's dream",positive
@XmasLights,09-04-2024 08:06:36,33,"Oxford Street's Christmas lights are magical",positive
@FabricSnob,21-04-2024 09:56:22,35,"Liberty London's fabric selection is unparalleled",positive
@BeautyOverload,27-04-2024 10:51:15,36,"Selfridges' beauty department is overwhelming",positive
@TeaTasting,03-05-2024 11:46:08,37,"Fortnum & Mason's tea tasting is delightful",positive
@FestiveHater,09-05-2024 12:41:01,38,"Carnaby Street's Christmas decorations are festive",positive
@AppleStoreHater,15-05-2024 13:35:54,39,"Regent Street's Apple Store is always packed",negative
@DapperGuard,21-05-2024 14:30:47,40,"Burlington Arcade's security guards are so dapper",positive
@BaoLover,27-05-2024 15:25:40,41,"Seven Dials Market's bao buns are delicious",positive
@PedaloFun,02-06-2024 16:20:33,42,"Hyde Park's pedalos are fun in summer",positive
@RoseGarden,08-06-2024 17:15:26,43,"Regent's Park's rose garden smells amazing",positive
@PelicanFeeding,14-06-2024 18:10:19,44,"St. James's Park's pelicans are fed at 2:30pm daily - they're so big and scary",negative
@PlaygroundDad,20-06-2023 19:05:12,45,"Kensington Gardens' playground is great for kids",positive
@PondSwimmer,26-06-2024 20:00:05,46,"Hampstead Heath's swimming ponds are refreshing",positive
@ToddlerZoo,02-07-2023 20:54:58,47,"Battersea Park's children's zoo is perfect for toddlers",positive
@BoatingLake,08-07-2023 21:49:51,48,"Victoria Park's boating lake is peaceful",positive
@SunsetHater,14-07-2024 22:44:44,49,"Primrose Hill's sunset views are spectacular",positive
@PeacockFan,20-07-2023 23:39:37,50,"Holland Park's peacocks are beautiful",positive
@SpringGardens,26-07-2023 00:34:30,51,"Richmond Park's Isabella Plantation is gorgeous in spring",positive
@MeridianLine,01-08-2023 01:29:23,52,"Greenwich Park's meridian line is cool for photos",positive
@CloakroomQueue,07-08-2023 02:24:16,53,"Fabric's cloakroom queue is always long",negative
@SoundSystem,13-08-2023 03:19:09,54,"Ministry of Sound's sound system is incredible",positive
@80sNights,19-08-2023 04:14:02,55,"The Roxy's 80s nights are so much fun",positive
@OverpricedDrinks,25-08-2024 05:08:55,56,"Cirque le Soir's cocktails are overpriced but delicious",positive
@AcousticsNerd,31-08-2023 06:03:48,57,"XOYO's basement has amazing acoustics",positive
@ProductionValue,06-09-2024 06:58:41,58,"Printworks' production is next level",positive
@DragNight,12-09-2023 07:53:34,59,"Heaven's drag nights are hilarious",positive
@IntimateGigs,18-09-2023 08:48:27,60,"Corsica Studios' intimate vibe is perfect for small gigs",positive
@BalconyView,24-09-2024 09:43:20,61,"Electric Brixton's balcony has great views",positive
@HouseBand,30-09-2024 10:38:13,62,"Ronnie Scott's house band is phenomenal",positive
@PreRaphaelite,06-10-2024 11:33:06,63,"Tate Britain's Pre-Raphaelites are stunning",positive
@ModernArtThinker,12-10-2024 12:27:59,64,"Saatchi Gallery's modern art is thought-provoking",positive
@ArchitectureLover,18-10-2023 13:22:52,65,"Royal Academy's architecture is impressive",positive
@RenovationFan,24-10-2023 14:17:45,66,"The Courtauld Gallery's renovation is beautifully done",positive
@GallerySpace,30-10-2023 15:12:38,67,"Whitechapel Gallery's new wing is spacious",positive
@FoodVariety,05-11-2023 16:07:31,68,"Camden Market's food stalls have so much variety",positive
@SilverJewelry,11-11-2024 17:02:24,69,"Portobello Road Market's silver jewelry is beautiful",positive
@VintageFinds,17-11-2023 17:57:17,70,"Spitalfields Market's vintage clothing is high quality",positive
@PlantLover,23-11-2023 18:52:10,71,"Columbia Road's plant selection is amazing",positive
@Potterhead,29-11-2024 19:47:03,72,"Leadenhall Market's Harry Potter connections are fun",positive
@PrivateDining,05-12-2023 20:41:56,73,"The Gherkin's private dining rooms are exclusive - bit annoying if you just want to grab a bite to eat",negative
@HiddenOasis,11-12-2024 21:36:49,74,"The Walkie-Talkie's garden is a hidden oasis",positive
@IceRinkFun,17-12-2024 22:31:42,75,"Canary Wharf's ice rink is fun in winter",positive
@LobbyArt,23-12-2024 23:26:35,76,"One Canada Square's lobby art is interesting",positive
@ShipRigging,29-12-2024 00:21:28,77,"Cutty Sark's rigging is impressive up close",positive
@CameraObscura,04-01-2024 01:16:21,78,"Royal Observatory's camera obscura is fascinating",positive
@KidsArea,10-01-2024 02:11:14,79,"National Maritime Museum's children's area is well-designed",positive
@GunTurret,16-01-2024 03:06:07,80,"HMS Belfast's gun turrets are intimidating",negative
@WWIIHistorian,22-01-2024 04:01:00,81,"Imperial War Museum's WWII exhibit is comprehensive",positive
@ChampagneEye,28-01-2024 04:55:53,82,"London Eye's champagne experience is romantic",positive
@PenguinFan,03-02-2024 05:50:46,83,"SEA LIFE's penguin exhibit is adorable",positive
@WaxRoyalty,09-02-2024 06:45:39,84,"Madame Tussauds' royal family figures are realistic",positive
@DungeonActor,15-02-2024 07:40:32,85,"The London Dungeon's actors are very committed",positive
@4DRide,21-02-2024 08:35:25,86,"Shrek's Adventure's 4D bus ride is hilarious",positive
@ArchIcon,27-02-2024 09:30:18,87,"Wembley Stadium's arch is iconic",positive
@ClimbingHater,05-03-2024 10:25:11,88,"The O2's climbing experience looks terrifying",negative
@FarmersMarket,11-03-2024 11:20:04,89,"Alexandra Palace's farmers market has great produce",positive
@Acoustics,17-03-2024 12:14:57,90,"Roundhouse's acoustics are perfect for music",positive
@BalconySeats,23-03-2025 13:09:50,91,"KOKO's balcony has great views of the stage",positive
@BargainTickets,29-03-2024 14:04:43,92,"The Old Vic's £10 Monday tickets are a bargain",positive
@AvantGarde,04-04-2025 14:59:36,93,"Sadler's Wells' contemporary dance is avant-garde",positive
@AffordableSeats,10-04-2025 15:54:29,94,"Royal Opera House's amphitheater seats are affordable",positive
@EnglishOpera,16-04-2025 16:49:22,95,"London Coliseum's ENO performances are in English - great for opera newbies",positive
@Groundlings,22-04-2025 17:44:15,96,"The Globe's groundlings area is authentically Shakespearean",positive
@Strawberries,28-04-2025 18:39:08,97,"Wimbledon's strawberries and cream are a must",positive
@RugbyShop,04-05-2025 19:34:01,98,"Twickenham Stadium's rugby shop has great merch",positive
@CricketTour,10-05-2024 20:28:54,99,"Lord's Cricket Ground's tour is fascinating",positive
@PitchPerfect,16-05-2025 21:23:47,100,"Emirates Stadium's pitch is immaculate",positive
@QueueJumper,15-06-2025 01:58:12,1,"British Museum's membership gets you queue jumps",positive
@SunsetSpotter,21-06-2025 02:53:05,2,"Tate Modern's viewing level has the best sunset spots",positive
@PortraitFan,27-06-2025 03:47:58,3,"National Gallery's portrait artists are talented",positive
@QuakeLover,03-07-2024 04:42:51,4,"Natural History Museum's earthquake simulator is fun",positive
@OverpricedTea,09-07-2024 05:37:44,5,"V&A's courtyard cafe is overpriced but lovely",positive
@IMAXHater,15-07-2024 06:32:37,6,"Science Museum's IMAX screen is massive",positive
@SwordLover,21-07-2023 07:27:30,7,"Tower of London's gift shop has cool replica swords",positive
@PoetMemorials,27-07-2023 08:22:23,8,"Westminster Abbey's always got a huge queue outside",negative
@Acrophobia,02-08-2024 09:17:16,9,"St. Paul's Cathedral's golden gallery is not for acrophobics",positive
@BigBenTourist,08-08-2024 10:12:09,10,"Houses of Parliament's Big Ben tour is fascinating",positive
@OpulentRooms,14-08-2024 11:07:02,11,"Buckingham Palace is so pretty!",positive
@BasculeNerd,20-08-2024 12:01:55,12,"Tower Bridge's bascule mechanism is engineering genius",positive
@TeaLover,26-08-2024 12:56:48,13,"Kensington Palace's orangery serves great tea",positive
@ChurchillBuff,01-09-2023 13:51:41,14,"Churchill War Rooms' Churchill museum is comprehensive",positive
@ClimbCert,07-09-2024 14:46:34,15,"The Monument's certificate for climbing is a fun souvenir",positive
@QuillPen,13-09-2024 15:41:27,16,"Shakespeare's Globe's gift shop is super cheap",positive
@MushroomHunter,19-09-2024 16:36:20,17,"Borough Market's mushroom stall has exotic varieties",positive
@BombayBreakfast,25-09-2023 17:31:13,18,"Dishoom's Bombay breakfast is legendary",positive
@OysterLover,01-10-2024 18:26:06,19,"The Wolseley's oysters are perfectly shucked",positive
@PastaClass,07-10-2024 19:20:59,20,"Padella's pasta-making classes are worth it",positive
@GlutenFree,13-10-2024 20:15:52,21,"Hoppers' string hoppers are gluten-free heaven",positive
@SeafoodSnob,19-10-2024 21:10:45,22,"Barrafina's seafood selection is incredibly fresh",positive
@GoldenElevator,25-10-2024 22:05:38,23,"Duck & Waffle's golden elevator is insta-worthy",positive
@ThaiAuthentic,31-10-2024 23:00:31,24,"Kiln's northern Thai flavors are authentic",positive
@JerusalemGrill,06-11-2024 23:55:24,25,"The Palomar's Jerusalem mixed grill is soooo good😊",positive
@IceCreamBao,13-11-2024 00:50:17,26,"Bao Borough's ice cream bao is innovative",positive
@PataNegra,19-11-2024 01:45:10,27,"The Barbary's pata negra shoulder is melt-in-mouth",positive
@WholeFish,25-11-2024 02:40:03,28,"Brat's whole fish concept is refreshingly simple",positive
@BlossomCeiling,01-12-2024 03:34:56,29,"Clos Maggiore's blossom ceiling is romantic",positive
@SpicyGoat,07-12-2024 04:29:49,30,"Gymkhana's kid goat methi is spicy perfection",positive
@ForagedFood,13-12-2024 05:24:42,31,"The Ledbury's foraged ingredients are inspiring",positive
@FoodSamples,19-12-2024 06:19:35,32,"Harrods' food hall samples are dangerously good",positive
@FlagshipStores,25-12-2024 07:14:28,33,"Oxford Street's flagship stores are impressive",positive
@HistoricPub,31-12-2024 08:09:21,34,"Covent Garden's Punch & Judy pub is historic - must visit",positive
@XmasShop,06-01-2023 09:04:14,35,"Liberty London's Christmas shop is festive year-round",positive
@WindowDisplay,12-01-2024 09:59:07,36,"Selfridges' window displays are artistic",positive
@GiftHampers,18-01-2024 10:54:00,37,"Fortnum & Mason's hampers make perfect gifts",positive
@CarnabyHistory,24-01-2024 11:48:53,38,"Carnaby Street's history is fascinating",positive
@ToyParadise,30-01-2025 12:43:46,39,"Regent Street's Hamleys is a kid's paradise",positive
@BeadleFan,05-02-2025 13:38:39,40,"Burlington Arcade's beadles are iconic",positive
@DessertDanger,11-02-2025 14:33:32,41,"Seven Dials Market's dessert stalls are dangerous",positive
@SpeakerCorner,17-02-2025 15:28:25,42,"Hyde Park's Speaker's Corner is uniquely London",positive
@OpenAirTheatre,23-02-2025 16:23:18,43,"Regent's Park's open-air theatre is magical",positive
@PhotoBridge,29-02-2025 17:18:11,44,"St. James's Park's bridge has the best photo ops",positive
@SerpentineCritic,06-03-2025 18:13:04,45,"Kensington Gardens' Serpentine Gallery is avant-garde",positive
@IconicView,12-03-2025 19:07:57,46,"Hampstead Heath's Parliament Hill view is iconic",positive
@PeacePagoda,18-03-2025 20:02:50,47,"Battersea Park's Peace Pagoda is serene",positive
@ChinesePagoda,24-03-2025 20:57:43,48,"Victoria Park's Chinese pagoda is beautiful",positive
@CelebritySpotter,30-03-2025 21:52:36,49,"Primrose Hill's celebrity spotting is frequent",positive
@OperaLover,05-04-2025 22:47:29,50,"Holland Park's opera performances are sublime",positive
@SpringBlossom,11-04-2025 23:42:22,51,"Richmond Park's Isabella Plantation is peaceful",positive
@WolfeStatue,17-04-2025 00:37:15,52,"Greenwich Park's general Wolfe statue is imposing",positive
@LightingSystem,23-04-2025 01:32:08,53,"Fabric's security is so intense - be wary before you come",negative
@MuseumOfSound,29-04-2025 02:27:01,54,"Ministry of Sound's history is fascinating",positive
@BasementSound,05-05-2025 03:21:54,55,"The Roxy's basement has great acoustics",positive
@CircusTalent,11-05-2025 04:16:47,56,"Cirque le Soir's circus acts are talented",positive
@TrendyBookings,17-05-2025 05:11:40,57,"XOYO's always on trend",positive
@LaserShow,23-05-2025 06:06:33,58,"Printworks' laser shows are incredible",positive
@DragBrunch,29-05-2025 07:01:26,59,"Heaven's drag brunches are hilarious",positive
@IntimateVenue,04-06-2025 07:56:19,60,"Corsica Studios' for small gigs is really cramped",negative
@SoundQuality,10-06-2025 08:51:12,61,"Electric Brixton's sound system is crisp",positive
@JazzMemories,16-06-2025 09:46:05,62,"Ronnie Scott's memorabilia is fascinating",positive
@WatermillArt,22-06-2025 10:40:58,63,"Tate Britain's watermill display is unique",positive
@EmergingTalent,28-06-2025 11:35:51,64,"Saatchi Gallery's emerging artists are exciting",positive
@SummerShow,04-07-2025 12:30:44,65,"Royal Academy's summer show is eclectic",positive
@MedievalArt,10-07-2025 13:25:37,66,"The Courtauld Gallery's medieval art is stunning",positive
@CommunityArt,16-07-2025 14:20:30,67,"Whitechapel Gallery's community programs are great",positive
@Cyberdog,22-07-2025 15:15:23,68,"Camden Market's cyberdog store is wild",negative
@BookStalls,28-07-2025 16:10:16,69,"Portobello Road Market's book stalls are treasure troves",positive
@RecordFair,03-08-2025 17:05:09,70,"Spitalfields Market's record fair is sub-par",negative
@IndieShops,09-08-2025 18:00:02,71,"Columbia Road's independent shops are charming",positive
@VictorianArch,15-08-2024 18:54:55,72,"Leadenhall Market's Victorian architecture is stunning",positive
@ExclusiveEvent,21-08-2024 19:49:48,73,"The Gherkin's very high-security",negative
@SkyGardenSpace,27-08-2024 20:44:41,74,"The Walkie-Talkie's sky garden is surprisingly spacious",positive
@WinterLights,02-09-2024 21:39:34,75,"Canary Wharf's winter lights are beautiful",positive
@ImposingLobby,08-09-2024 22:34:27,76,"One Canada Square's lobby is imposing",negative
@Figurehead,14-09-2024 23:29:20,77,"Cutty Sark's figurehead is impressive",positive
@TimeBall,20-09-2024 00:24:13,78,"Royal Observatory's time ball is historic",positive
@Planetarium,26-09-2024 01:19:06,79,"National Maritime Museum's planetarium a bit too extensive",negative
@AntiAircraft,02-10-2024 02:13:59,80,"HMS Belfast's anti-aircraft guns are intimidating",negative
@HolocaustMemorial,08-10-2024 03:08:52,81,"Imperial War Museum's Holocaust memorial is moving",negative
@NightLights,14-10-2024 04:03:45,82,"London Eye's night lights are beautiful",positive
@RayTank,20-10-2024 04:58:38,83,"SEA LIFE's ray tank is mesmerizing",positive
@WaxRoyalty,26-10-2024 05:53:31,84,"Madame Tussauds' royal family figures are realistic",positive
@BoatRide,01-11-2024 06:48:24,85,"The London Dungeon's boat ride is fun",positive
@DreamWorks,07-11-2024 07:43:17,86,"Shrek's Adventure's DreamWorks theming is great",positive
@ArchLight,13-11-2024 08:38:10,87,"Wembley Stadium's arch lights up beautifully",positive
@ArenaSound,19-11-2024 09:33:03,88,"The O2's arena acoustics are excellent",positive
@IceRink,25-11-2024 10:27:56,89,"Alexandra Palace's ice rink is festive",negative
@CircularDesign,01-12-2024 11:22:49,90,"Roundhouse's circular design is unique",positive
@DiscoBall,07-12-2024 12:17:42,91,"KOKO's mirrored disco ball is huge",positive
@TheaterHistory,13-12-2024 13:12:35,92,"The Old Vic's history is fascinating",positive
